Dataset: 5-dimensional of shape [4, 32, 32, 14, 14]
Running Partition
[I 2025-12-12 17:33:30,675] A new study created in memory with name: no-name-bdd22b64-405a-4102-ada4-3a7c699e0fad
[I 2025-12-12 17:33:41,018] Trial 0 finished with value: 10.364365685314144 and parameters: {'policy': 'BUCB1', 'initial_children': 1, 'new_child_threshold': 3, 'C': 3.332364578819267e-05}. Best is trial 0 with value: 10.364365685314144.
[I 2025-12-12 17:33:51,398] Trial 1 finished with value: 15.802030887559448 and parameters: {'policy': 'UCB1', 'initial_children': 5, 'new_child_threshold': 7, 'C': 0.0008148018307012947}. Best is trial 1 with value: 15.802030887559448.
[I 2025-12-12 17:34:01,557] Trial 2 finished with value: 14.669721594367843 and parameters: {'policy': 'NormalSampling', 'initial_children': 3, 'new_child_threshold': 4, 'C': 3.2112643094417477}. Best is trial 1 with value: 15.802030887559448.
[I 2025-12-12 17:34:11,355] Trial 3 finished with value: 14.891053252970815 and parameters: {'policy': 'NormalSampling', 'initial_children': 4, 'new_child_threshold': 4, 'C': 0.4247270739805822}. Best is trial 1 with value: 15.802030887559448.
[I 2025-12-12 17:34:21,926] Trial 4 finished with value: 10.4306533535858 and parameters: {'policy': 'BUCB2', 'initial_children': 1, 'new_child_threshold': 8, 'C': 4905.556676028764}. Best is trial 1 with value: 15.802030887559448.
[I 2025-12-12 17:34:31,872] Trial 5 finished with value: 15.839528152401929 and parameters: {'policy': 'UCB1', 'initial_children': 3, 'new_child_threshold': 3, 'C': 0.2861489726404657}. Best is trial 5 with value: 15.839528152401929.
[I 2025-12-12 17:34:42,298] Trial 6 finished with value: 10.265971715580871 and parameters: {'policy': 'BUCB1', 'initial_children': 2, 'new_child_threshold': 6, 'C': 0.8325158565947959}. Best is trial 5 with value: 15.839528152401929.
[I 2025-12-12 17:34:52,207] Trial 7 finished with value: 11.679798714770596 and parameters: {'policy': 'BUCB1', 'initial_children': 5, 'new_child_threshold': 6, 'C': 1980.9253750493867}. Best is trial 5 with value: 15.839528152401929.
[I 2025-12-12 17:35:02,645] Trial 8 finished with value: 12.109819960299935 and parameters: {'policy': 'NormalSampling', 'initial_children': 2, 'new_child_threshold': 4, 'C': 287.499823474079}. Best is trial 5 with value: 15.839528152401929.
[I 2025-12-12 17:35:12,943] Trial 9 finished with value: 11.556394564735863 and parameters: {'policy': 'BUCB2', 'initial_children': 5, 'new_child_threshold': 3, 'C': 7620.481786158533}. Best is trial 5 with value: 15.839528152401929.
[I 2025-12-12 17:35:23,174] Trial 10 finished with value: 7.972015596615671 and parameters: {'policy': 'UCB1', 'initial_children': 3, 'new_child_threshold': 5, 'C': 0.006537416471878822}. Best is trial 5 with value: 15.839528152401929.
[I 2025-12-12 17:35:33,376] Trial 11 finished with value: 12.198184367248086 and parameters: {'policy': 'UCB1', 'initial_children': 4, 'new_child_threshold': 8, 'C': 0.0031391443972068893}. Best is trial 5 with value: 15.839528152401929.
[I 2025-12-12 17:35:44,038] Trial 12 finished with value: 9.714347122526185 and parameters: {'policy': 'UCB1', 'initial_children': 4, 'new_child_threshold': 7, 'C': 0.0050860919983780565}. Best is trial 5 with value: 15.839528152401929.
[I 2025-12-12 17:35:54,971] Trial 13 finished with value: 10.546702228250416 and parameters: {'policy': 'UCB1', 'initial_children': 2, 'new_child_threshold': 7, 'C': 4.9624009581862e-05}. Best is trial 5 with value: 15.839528152401929.
[I 2025-12-12 17:36:04,335] Trial 14 finished with value: 11.142243477814954 and parameters: {'policy': 'UCB1', 'initial_children': 4, 'new_child_threshold': 7, 'C': 0.0006363091837433013}. Best is trial 5 with value: 15.839528152401929.
[I 2025-12-12 17:36:13,598] Trial 15 finished with value: 12.455443883858113 and parameters: {'policy': 'UCB1', 'initial_children': 5, 'new_child_threshold': 5, 'C': 12.341345845574429}. Best is trial 5 with value: 15.839528152401929.
[I 2025-12-12 17:36:23,620] Trial 16 finished with value: 9.707110715723132 and parameters: {'policy': 'UCB1', 'initial_children': 3, 'new_child_threshold': 6, 'C': 0.08657048735793016}. Best is trial 5 with value: 15.839528152401929.
[I 2025-12-12 17:36:33,867] Trial 17 finished with value: 10.595984056570591 and parameters: {'policy': 'UCB1', 'initial_children': 2, 'new_child_threshold': 5, 'C': 0.056535530920430975}. Best is trial 5 with value: 15.839528152401929.
[I 2025-12-12 17:36:44,398] Trial 18 finished with value: 10.65018028461261 and parameters: {'policy': 'BUCB2', 'initial_children': 4, 'new_child_threshold': 7, 'C': 18.149257504836232}. Best is trial 5 with value: 15.839528152401929.
[I 2025-12-12 17:36:53,994] Trial 19 finished with value: 15.603910422753156 and parameters: {'policy': 'UCB1', 'initial_children': 3, 'new_child_threshold': 3, 'C': 0.0004658131321277718}. Best is trial 5 with value: 15.839528152401929.
[I 2025-12-12 17:37:03,905] Trial 20 finished with value: 15.760501523249124 and parameters: {'policy': 'UCB1', 'initial_children': 5, 'new_child_threshold': 8, 'C': 0.03979479707509031}. Best is trial 5 with value: 15.839528152401929.
[I 2025-12-12 17:37:14,047] Trial 21 finished with value: 14.165907379685297 and parameters: {'policy': 'UCB1', 'initial_children': 5, 'new_child_threshold': 8, 'C': 0.03707143505697302}. Best is trial 5 with value: 15.839528152401929.
[I 2025-12-12 17:37:24,286] Trial 22 finished with value: 13.886578115422884 and parameters: {'policy': 'UCB1', 'initial_children': 5, 'new_child_threshold': 8, 'C': 0.0004917986349955577}. Best is trial 5 with value: 15.839528152401929.
[I 2025-12-12 17:37:35,018] Trial 23 finished with value: 13.210502596750246 and parameters: {'policy': 'UCB1', 'initial_children': 4, 'new_child_threshold': 7, 'C': 0.01898284068057881}. Best is trial 5 with value: 15.839528152401929.
[I 2025-12-12 17:37:45,231] Trial 24 finished with value: 13.997452545391784 and parameters: {'policy': 'UCB1', 'initial_children': 5, 'new_child_threshold': 8, 'C': 0.1495966115560904}. Best is trial 5 with value: 15.839528152401929.
[I 2025-12-12 17:37:55,543] Trial 25 finished with value: 15.899837565336998 and parameters: {'policy': 'UCB1', 'initial_children': 4, 'new_child_threshold': 6, 'C': 2.4932601733005972}. Best is trial 25 with value: 15.899837565336998.
[I 2025-12-12 17:38:05,335] Trial 26 finished with value: 13.9112222243545 and parameters: {'policy': 'NormalSampling', 'initial_children': 4, 'new_child_threshold': 6, 'C': 18.7162323545097}. Best is trial 25 with value: 15.899837565336998.
[I 2025-12-12 17:38:15,672] Trial 27 finished with value: 17.238166588643026 and parameters: {'policy': 'BUCB1', 'initial_children': 3, 'new_child_threshold': 5, 'C': 147.33577113525075}. Best is trial 27 with value: 17.238166588643026.
[I 2025-12-12 17:38:25,233] Trial 28 finished with value: 14.448191029023826 and parameters: {'policy': 'BUCB1', 'initial_children': 3, 'new_child_threshold': 4, 'C': 186.6483575858198}. Best is trial 27 with value: 17.238166588643026.
[I 2025-12-12 17:38:35,363] Trial 29 finished with value: 10.417624770156085 and parameters: {'policy': 'BUCB1', 'initial_children': 3, 'new_child_threshold': 3, 'C': 120.5558049192221}. Best is trial 27 with value: 17.238166588643026.
[I 2025-12-12 17:38:45,597] Trial 30 finished with value: 9.559246320877625 and parameters: {'policy': 'BUCB1', 'initial_children': 1, 'new_child_threshold': 5, 'C': 1.2665393691735016}. Best is trial 27 with value: 17.238166588643026.
[I 2025-12-12 17:38:56,052] Trial 31 finished with value: 12.168635191857202 and parameters: {'policy': 'BUCB1', 'initial_children': 3, 'new_child_threshold': 6, 'C': 3.331370651791242e-05}. Best is trial 27 with value: 17.238166588643026.
[I 2025-12-12 17:39:06,320] Trial 32 finished with value: 11.913358199156566 and parameters: {'policy': 'BUCB1', 'initial_children': 4, 'new_child_threshold': 5, 'C': 3.8977171253459284}. Best is trial 27 with value: 17.238166588643026.
[I 2025-12-12 17:39:16,465] Trial 33 finished with value: 12.247015357364095 and parameters: {'policy': 'BUCB2', 'initial_children': 3, 'new_child_threshold': 4, 'C': 49.226309941907765}. Best is trial 27 with value: 17.238166588643026.
[I 2025-12-12 17:39:27,545] Trial 34 finished with value: 9.245168387585343 and parameters: {'policy': 'NormalSampling', 'initial_children': 2, 'new_child_threshold': 7, 'C': 3.9299141599117164}. Best is trial 27 with value: 17.238166588643026.
[I 2025-12-12 17:39:37,504] Trial 35 finished with value: 12.577749126593902 and parameters: {'policy': 'BUCB1', 'initial_children': 3, 'new_child_threshold': 6, 'C': 1455.2336880757582}. Best is trial 27 with value: 17.238166588643026.
[I 2025-12-12 17:39:47,639] Trial 36 finished with value: 11.94361887071306 and parameters: {'policy': 'UCB1', 'initial_children': 4, 'new_child_threshold': 4, 'C': 0.39940534212554407}. Best is trial 27 with value: 17.238166588643026.
[I 2025-12-12 17:39:58,128] Trial 37 finished with value: 10.068396036475182 and parameters: {'policy': 'NormalSampling', 'initial_children': 4, 'new_child_threshold': 3, 'C': 829.2922752398304}. Best is trial 27 with value: 17.238166588643026.
[I 2025-12-12 17:40:08,877] Trial 38 finished with value: 11.318380150866483 and parameters: {'policy': 'BUCB1', 'initial_children': 2, 'new_child_threshold': 6, 'C': 1.32795932774853}. Best is trial 27 with value: 17.238166588643026.
[I 2025-12-12 17:40:18,996] Trial 39 finished with value: 14.833113667069451 and parameters: {'policy': 'BUCB2', 'initial_children': 3, 'new_child_threshold': 4, 'C': 8.86384314909454e-05}. Best is trial 27 with value: 17.238166588643026.
[I 2025-12-12 17:40:30,436] Trial 40 finished with value: 11.88529339861346 and parameters: {'policy': 'UCB1', 'initial_children': 1, 'new_child_threshold': 5, 'C': 460.6562039898897}. Best is trial 27 with value: 17.238166588643026.
[I 2025-12-12 17:40:40,225] Trial 41 finished with value: 13.652451210655922 and parameters: {'policy': 'UCB1', 'initial_children': 5, 'new_child_threshold': 8, 'C': 0.018177912382823215}. Best is trial 27 with value: 17.238166588643026.
[I 2025-12-12 17:40:49,839] Trial 42 finished with value: 15.707874428312797 and parameters: {'policy': 'UCB1', 'initial_children': 5, 'new_child_threshold': 7, 'C': 0.0016619989415386563}. Best is trial 27 with value: 17.238166588643026.
[I 2025-12-12 17:41:00,422] Trial 43 finished with value: 9.357009936461928 and parameters: {'policy': 'UCB1', 'initial_children': 5, 'new_child_threshold': 8, 'C': 0.2263959789681642}. Best is trial 27 with value: 17.238166588643026.
[I 2025-12-12 17:41:10,519] Trial 44 finished with value: 11.468810372516902 and parameters: {'policy': 'UCB1', 'initial_children': 4, 'new_child_threshold': 7, 'C': 0.6560926959779401}. Best is trial 27 with value: 17.238166588643026.
[I 2025-12-12 17:41:20,252] Trial 45 finished with value: 13.349729360521474 and parameters: {'policy': 'UCB1', 'initial_children': 5, 'new_child_threshold': 6, 'C': 1.3659002316788486e-05}. Best is trial 27 with value: 17.238166588643026.
[I 2025-12-12 17:41:30,157] Trial 46 finished with value: 10.316165894705767 and parameters: {'policy': 'UCB1', 'initial_children': 5, 'new_child_threshold': 7, 'C': 0.010627323131843372}. Best is trial 27 with value: 17.238166588643026.
[I 2025-12-12 17:41:39,768] Trial 47 finished with value: 11.438742271535775 and parameters: {'policy': 'NormalSampling', 'initial_children': 4, 'new_child_threshold': 3, 'C': 6.5616512805848695}. Best is trial 27 with value: 17.238166588643026.
[I 2025-12-12 17:41:49,627] Trial 48 finished with value: 16.044123138870756 and parameters: {'policy': 'BUCB2', 'initial_children': 4, 'new_child_threshold': 6, 'C': 0.0017091982848823474}. Best is trial 27 with value: 17.238166588643026.
[I 2025-12-12 17:41:59,437] Trial 49 finished with value: 13.698321659128501 and parameters: {'policy': 'BUCB2', 'initial_children': 3, 'new_child_threshold': 6, 'C': 0.0018178903719340386}. Best is trial 27 with value: 17.238166588643026.
[I 2025-12-12 17:42:09,669] Trial 50 finished with value: 11.462128046027992 and parameters: {'policy': 'BUCB2', 'initial_children': 3, 'new_child_threshold': 5, 'C': 0.00016581160009134752}. Best is trial 27 with value: 17.238166588643026.
[I 2025-12-12 17:42:19,813] Trial 51 finished with value: 12.832497451891735 and parameters: {'policy': 'BUCB2', 'initial_children': 4, 'new_child_threshold': 7, 'C': 0.09577995575231155}. Best is trial 27 with value: 17.238166588643026.
[I 2025-12-12 17:42:29,638] Trial 52 finished with value: 13.764503344984174 and parameters: {'policy': 'BUCB2', 'initial_children': 5, 'new_child_threshold': 6, 'C': 0.003576837328003966}. Best is trial 27 with value: 17.238166588643026.
[I 2025-12-12 17:42:39,642] Trial 53 finished with value: 13.066152092912597 and parameters: {'policy': 'UCB1', 'initial_children': 4, 'new_child_threshold': 6, 'C': 4083.9874438716647}. Best is trial 27 with value: 17.238166588643026.
